ID,ChainID,Generation,ExpCondition,Age,Gender,Trial,Choice,Length,Width,Thickness,Fitness,erroredFitness,EarnedMoney,TimeStamp
I6,6,1,I,19,2,8,2,29,6,78,476,449,65.28 ,20220120034516 
I6,6,1,I,19,2,9,1,29,6,78,476,467,83.96 ,20220120034527 
I6,6,1,I,19,2,10,2,29,6,83,446,467,83.96 ,20220120034542 
I6,6,1,I,19,2,11,1,29,6,83,446,450,101.96 ,20220120034552 
I6,6,1,I,19,2,12,2,34,6,83,467,450,101.96 ,20220120034604 
I6,6,1,I,19,2,13,1,34,6,83,467,473,120.88 ,20220120034613 
I6,6,1,I,19,2,14,2,34,11,83,520,473,120.88 ,20220120034624 
I6,6,1,I,19,2,15,1,34,11,83,520,518,141.60 ,20220120034632 
I6,6,1,I,19,2,16,2,34,16,83,566,518,141.60 ,20220120034643 
I6,6,1,I,19,2,17,1,34,16,83,566,574,164.56 ,20220120034651 
I6,6,1,I,19,2,18,2,35,16,83,570,574,164.56 ,20220120034722 
I6,6,1,I,19,2,19,1,35,16,83,570,565,187.16 ,20220120034730 
I6,6,1,I,19,2,20,2,35,15,83,561,565,187.16 ,20220120034749 
I6,6,1,I,19,2,21,1,35,15,83,561,554,209.32 ,20220120034756 
I6,6,1,I,19,2,22,2,35,15,85,549,554,209.32 ,20220120034811 
I6,6,1,I,19,2,23,1,35,15,85,549,553,231.44 ,20220120034821 
I6,6,1,I,19,2,24,2,35,15,80,580,553,231.44 ,20220120034836 
I6,6,1,I,19,2,25,1,35,15,80,580,573,254.36 ,20220120034844 
I6,6,1,I,19,2,26,2,35,15,75,608,573,254.36 ,20220120034854 
I6,6,1,I,19,2,27,1,35,15,75,608,607,278.64 ,20220120034904 
I6,6,1,I,19,2,28,2,35,15,70,635,607,278.64 ,20220120034922 
I6,6,1,I,19,2,29,1,35,15,70,635,632,303.92 ,20220120034929 
I6,6,1,I,19,2,30,2,40,15,70,653,632,303.92 ,20220120034940 
I6,6,1,I,19,2,31,1,40,15,70,653,656,330.16 ,20220120034949 
I6,6,1,I,19,2,32,2,40,15,65,678,656,330.16 ,20220120035005 
I6,6,1,I,19,2,33,1,40,15,65,678,683,357.48 ,20220120035013 
I6,6,1,I,19,2,34,2,40,15,60,700,683,357.48 ,20220120035022 
I6,6,1,I,19,2,35,1,40,15,60,700,703,385.60 ,20220120035030 
I6,6,1,I,19,2,36,2,45,15,60,715,703,385.60 ,20220120035040 
I6,6,1,I,19,2,37,1,45,15,60,715,721,414.44 ,20220120035046 
I6,6,1,I,19,2,38,2,50,15,60,728,721,414.44 ,20220120035058 
I6,6,1,I,19,2,39,1,50,15,60,728,729,443.60 ,20220120035105 
I6,6,1,I,19,2,40,2,55,15,60,738,729,443.60 ,20220120035118 
I6,6,1,I,19,2,41,1,55,15,60,738,741,473.24 ,20220120035125 
I6,6,1,I,19,2,42,2,60,15,60,745,741,473.24 ,20220120035140 
I6,6,1,I,19,2,43,1,60,15,60,745,748,503.16 ,20220120035146 
I6,6,1,I,19,2,44,2,60,15,55,765,748,503.16 ,20220120035158 
I6,6,1,I,19,2,45,1,60,15,55,765,768,533.88 ,20220120035205 
I6,6,1,I,19,2,46,2,60,15,50,783,768,533.88 ,20220120035217 
I6,6,1,I,19,2,47,1,60,15,50,783,778,565.00 ,20220120035226 
I6,6,1,I,19,2,48,2,65,15,50,787,778,565.00 ,20220120035238 
I6,6,1,I,19,2,49,1,65,15,50,787,788,596.52 ,20220120035245 
I6,6,1,I,19,2,50,1,65,15,50,787,793,628.24 ,20220120035252 
I7,7,1,I,20,3,1,1,14,6,83,364,366,14.64 ,20220121113910 
I7,7,1,I,20,3,2,2,19,6,83,394,366,14.64 ,20220121113935 
I7,7,1,I,20,3,3,1,19,6,83,394,391,30.28 ,20220121113947 
I7,7,1,I,20,3,4,2,24,6,83,421,391,30.28 ,20220121113959 
I7,7,1,I,20,3,5,2,29,6,83,446,391,30.28 ,20220121114013 
I7,7,1,I,20,3,6,2,34,6,83,467,391,30.28 ,20220121114026 
I7,7,1,I,20,3,7,1,34,6,83,467,476,49.32 ,20220121114037 
I7,7,1,I,20,3,8,2,34,11,83,520,476,49.32 ,20220121114058 
I7,7,1,I,20,3,9,1,34,11,83,520,513,69.84 ,20220121114110 
I7,7,1,I,20,3,10,2,34,16,83,566,513,69.84 ,20220121114123 
I7,7,1,I,20,3,11,2,34,21,83,605,513,69.84 ,20220121114139 
I7,7,1,I,20,3,12,1,34,21,83,605,602,93.92 ,20220121114153 
I7,7,1,I,20,3,13,2,34,26,83,638,602,93.92 ,20220121114209 
I7,7,1,I,20,3,14,2,34,31,83,664,602,93.92 ,20220121114221 
I7,7,1,I,20,3,15,2,39,31,83,683,602,93.92 ,20220121114239 
I7,7,1,I,20,3,16,2,39,36,83,702,602,93.92 ,20220121114253 
I7,7,1,I,20,3,17,1,39,36,83,702,700,121.92 ,20220121114307 
I7,7,1,I,20,3,18,2,39,41,83,715,700,121.92 ,20220121114342 
I7,7,1,I,20,3,19,1,39,41,83,715,716,150.56 ,20220121114350 
I7,7,1,I,20,3,20,2,44,41,83,731,716,150.56 ,20220121114400 
I7,7,1,I,20,3,21,1,44,41,83,731,736,180.00 ,20220121114408 
I7,7,1,I,20,3,22,1,44,41,83,731,724,208.96 ,20220121114429 
I7,7,1,I,20,3,23,2,44,41,78,761,724,208.96 ,20220121114440 
I7,7,1,I,20,3,24,1,44,41,78,761,759,239.32 ,20220121114448 
I7,7,1,I,20,3,25,2,44,41,73,789,759,239.32 ,20220121114503 
I7,7,1,I,20,3,26,1,44,41,73,789,785,270.72 ,20220121114510 
I7,7,1,I,20,3,27,1,44,41,73,789,797,302.60 ,20220121114518 
I7,7,1,I,20,3,28,1,44,41,73,789,789,334.16 ,20220121114525 
I7,7,1,I,20,3,29,1,44,41,73,789,795,365.96 ,20220121114532 
I7,7,1,I,20,3,30,1,44,41,73,789,784,397.32 ,20220121114539 
I7,7,1,I,20,3,31,1,44,41,73,789,788,428.84 ,20220121114549 
I7,7,1,I,20,3,32,1,44,41,73,789,794,460.60 ,20220121114556 
I7,7,1,I,20,3,33,1,44,41,73,789,793,492.32 ,20220121114602 
I7,7,1,I,20,3,34,1,44,41,73,789,782,523.60 ,20220121114609 
I7,7,1,I,20,3,35,1,44,41,73,789,794,555.36 ,20220121114615 
I7,7,1,I,20,3,36,1,44,41,73,789,789,586.92 ,20220121114622 
I7,7,1,I,20,3,37,1,44,41,73,789,794,618.68 ,20220121114631 
I7,7,1,I,20,3,38,1,44,41,73,789,789,650.24 ,20220121114639 
I7,7,1,I,20,3,39,1,44,41,73,789,796,682.08 ,20220121114646 
I7,7,1,I,20,3,40,1,44,41,73,789,793,713.80 ,20220121114655 
I7,7,1,I,20,3,41,1,44,41,73,789,792,745.48 ,20220121114703 
I7,7,1,I,20,3,42,1,44,41,73,789,792,777.16 ,20220121114710 
I7,7,1,I,20,3,43,1,44,41,73,789,780,808.36 ,20220121114720 
I7,7,1,I,20,3,44,1,44,41,73,789,785,839.76 ,20220121114727 
I7,7,1,I,20,3,45,1,44,41,73,789,788,871.28 ,20220121114734 
I7,7,1,I,20,3,46,1,44,41,73,789,789,902.84 ,20220121114740 
